DocType: Purchase Order Item Supplied,Stock UOM,الوحدة
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py +201,Purchase Order {0} is not submitted,طلب شراء {0} لم تقدم
apps/erpnext/erpnext/stock/doctype/item/item.js +32,Projected,المتوقع
apps/erpnext/erpnext/stock/doctype/serial_no/serial_no.py +218,Serial No {0} does not belong to Warehouse {1},المسلسل لا {0} لا ينتمي إلى مستودع {1}
apps/erpnext/erpnext/controllers/status_updater.py +139,Note: System will not check over-delivery and over-booking for Item {0} as quantity or amount is 0,ملاحظة : سوف النظام لا تحقق الإفراط التسليم و الإفراط في حجز القطعة ل {0} حيث الكمية أو المبلغ 0
DocType: Notification Control,Quotation Message,رسالة التسعيرة
DocType: Issue,Opening Date,تاريخ الفتح
DocType: Journal Entry,Remark,كلام
DocType: Purchase Receipt Item,Rate and Amount,معدل والمبلغ
apps/erpnext/erpnext/config/hr.py +55,Leaves and Holiday,الاجازات و الأعياد
DocType: Sales Order,Not Billed,لا صفت
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse.py +115,Both Warehouse must belong to same Company,كلا مستودع يجب أن تنتمي إلى نفس الشركة
apps/erpnext/erpnext/public/js/templates/contact_list.html +31,No contacts added yet.,وأضافت أي اتصالات حتى الان.
DocType: Purchase Receipt Item,Landed Cost Voucher Amount,التكلفة هبطت قيمة قسيمة
DocType: Time Log,Batched for Billing,دفعات عن الفواتير
apps/erpnext/erpnext/config/accounts.py +17,Bills raised by Suppliers.,رفعت فواتير من قبل الموردين.
DocType: POS Profile,Write Off Account,شطب حساب
apps/erpnext/erpnext/templates/print_formats/includes/taxes.html +5,Discount Amount,خصم المبلغ
DocType: Purchase Invoice,Return Against Purchase Invoice,العودة ضد شراء فاتورة
DocType: Item,Warranty Period (in days),فترة الضمان (بالأيام)
apps/erpnext/erpnext/accounts/report/cash_flow/cash_flow.py +16,Net Cash from Operations,صافي التدفقات النقدية من العمليات
apps/erpnext/erpnext/public/js/setup_wizard.js +199,e.g. VAT,على سبيل المثال ضريبة
apps/erpnext/erpnext/config/hr.py +18,Mark Employee Attendance in Bulk,الحضور كافة الموظفين في السائبة
apps/erpnext/erpnext/stock/report/bom_search/bom_search.js +26,Item 4,البند 4
DocType: Journal Entry Account,Journal Entry Account,حساب إدخال دفتر اليومية
DocType: Shopping Cart Settings,Quotation Series,اقتباس السلسلة
apps/erpnext/erpnext/setup/doctype/item_group/item_group.py +53,"An item exists with same name ({0}), please change the item group name or rename the item",يوجد صنف بنفس الإسم ( {0} ) ، الرجاء تغيير اسم مجموعة الصنف أو إعادة تسمية هذا الصنف
DocType: Company,Asset Depreciation Cost Center,الأصول مركز الاستهلاك التكلفة
DocType: Sales Order Item,Sales Order Date,مبيعات الترتيب التاريخ
DocType: Sales Invoice Item,Delivered Qty,تسليم الكمية
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.py +266,Purchase Date of asset {0} does not match with Purchase Invoice date,لا يتطابق تاريخ شراء الأصول {0} مع تاريخ شراء الفاتورة
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse.py +71,Warehouse {0}: Company is mandatory,مستودع {0}: شركة إلزامي
,Payment Period Based On Invoice Date,فترة الدفع بناء على تاريخ الفاتورة
apps/erpnext/erpnext/shopping_cart/doctype/shopping_cart_settings/shopping_cart_settings.py +50,Missing Currency Exchange Rates for {0},في عداد المفقودين أسعار صرف العملات ل{0}
DocType: Journal Entry,Stock Entry,مدخلات المخازن
DocType: Account,Payable,المستحقة
apps/erpnext/erpnext/shopping_cart/cart.py +330,Debtors ({0}),المدينين ({0})
DocType: Pricing Rule,Margin,هامش
DocType: Salary Slip,Arrear Amount,المبالغ المتأخرة
apps/erpnext/erpnext/selling/report/customer_acquisition_and_loyalty/customer_acquisition_and_loyalty.py +57,New Customers,زبائن الجدد
apps/erpnext/erpnext/accounts/report/gross_profit/gross_profit.py +72,Gross Profit %,الربح الإجمالي٪
DocType: Appraisal Goal,Weightage (%),الوزن(٪)
DocType: Bank Reconciliation Detail,Clearance Date,إزالة التاريخ
DocType: Newsletter,Newsletter List,قائمة النشرة الإخبارية
DocType: Process Payroll,Check if you want to send salary slip in mail to each employee while submitting salary slip,تحقق مما إذا كنت ترغب في إرسال قسيمة الراتب في البريد إلى كل موظف أثناء قيامهم بتقديم قسيمة الراتب
apps/erpnext/erpnext/accounts/doctype/asset/asset.py +40,Gross Purchase Amount is mandatory,الإجمالي المبلغ شراء إلزامي
DocType: Lead,Address Desc,معالجة التفاصيل
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.py +33,Atleast one of the Selling or Buying must be selected,يجب اختيار واحدة على الاقل من المبيعات او المشتريات
apps/erpnext/erpnext/config/manufacturing.py +57,Where manufacturing operations are carried.,حيث تتم عمليات التصنيع.
DocType: Stock Entry Detail,Source Warehouse,مصدر مستودع
DocType: Installation Note,Installation Date,تثبيت تاريخ
apps/erpnext/erpnext/controllers/accounts_controller.py +469,Row #{0}: Asset {1} does not belong to company {2},الصف # {0}: الأصول {1} لا تنتمي إلى شركة {2}
DocType: Employee,Confirmation Date,تأكيد التسجيل
DocType: C-Form,Total Invoiced Amount,إجمالي مبلغ بفاتورة
DocType: Account,Sales User,مبيعات العضو
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.py +46,Min Qty can not be greater than Max Qty,دقيقة الكمية لا يمكن أن يكون أكبر من الكمية ماكس
DocType: Account,Accumulated Depreciation,الا هلاك المتراكم
DocType: Stock Entry,Customer or Supplier Details,العملاء أو الموردين بيانات
DocType: Payment Request,Email To,البريد الإلكتروني ل
DocType: Lead,Lead Owner,مسئول مبادرة البيع
DocType: Bin,Requested Quantity,طلب الكمية
apps/erpnext/erpnext/accounts/page/accounts_browser/accounts_browser.js +256,Warehouse is required,مطلوب مستودع
DocType: Employee,Marital Status,الحالة الإجتماعية
DocType: Stock Settings,Auto Material Request,طلب مواد أوتوماتيكى
DocType: Time Log,Will be updated when billed.,سيتم تحديث عندما توصف.
DocType: Delivery Note Item,Available Batch Qty at From Warehouse,الكمية المتاحة من الباتش فى المخزن
apps/erpnext/erpnext/manufacturing/doctype/bom_replace_tool/bom_replace_tool.py +25,Current BOM and New BOM can not be same,BOM BOM الحالية و الجديدة لا يمكن أن يكون نفس
apps/erpnext/erpnext/hr/doctype/employee/employee.py +115,Date Of Retirement must be greater than Date of Joining,تاريخ التقاعد يجب أن يكون أكبر من تاريخ الالتحاق بالعمل
DocType: Sales Invoice,Against Income Account,مقابل حساب الدخل
apps/erpnext/erpnext/controllers/website_list_for_contact.py +84,{0}% Delivered,{0} سلمت٪
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.py +79,Item {0}: Ordered qty {1} cannot be less than minimum order qty {2} (defined in Item).,البند {0} الكمية المطلوبة {1} لا يمكن أن يكون أقل من الحد الأدنى من الكمية ترتيب {2} (المحددة في البند).
DocType: Monthly Distribution Percentage,Monthly Distribution Percentage,الشهرية توزيع النسبة المئوية
DocType: Territory,Territory Targets,الأراضي الأهداف
DocType: Delivery Note,Transporter Info,نقل معلومات
apps/erpnext/erpnext/buying/doctype/request_for_quotation/request_for_quotation.py +25,Same supplier has been entered multiple times,تم إدخال المورد نفسه عدة مرات
DocType: Purchase Order Item Supplied,Purchase Order Item Supplied,شراء السلعة ترتيب الموردة
apps/erpnext/erpnext/public/js/setup_wizard.js +60,Company Name cannot be Company,اسم الشركة لا يمكن أن تكون الشركة
apps/erpnext/erpnext/config/setup.py +27,Letter Heads for print templates.,رؤساء إلكتروني لقوالب الطباعة.
apps/erpnext/erpnext/config/setup.py +32,Titles for print templates e.g. Proforma Invoice.,عناوين لقوالب الطباعة على سبيل المثال فاتورة أولية.
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +140,Valuation type charges can not marked as Inclusive,اتهامات نوع التقييم لا يمكن وضع علامة الشاملة
DocType: POS Profile,Update Stock,تحديث الأسهم
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.js +100,Different UOM for items will lead to incorrect (Total) Net Weight value. Make sure that Net Weight of each item is in the same UOM.,سوف UOM مختلفة لعناصر تؤدي إلى غير صحيحة ( مجموع ) صافي قيمة الوزن . تأكد من أن الوزن الصافي من كل عنصر في نفس UOM .
DocType: Payment Request,Payment Details,تفاصيل الدفع
apps/erpnext/erpnext/stock/report/item_prices/item_prices.py +39,BOM Rate,BOM أسعار
DocType: Asset,Journal Entry for Scrap,إدخال دفتر اليومية للخردة
apps/erpnext/erpnext/selling/doctype/installation_note/installation_note.py +83,Please pull items from Delivery Note,يرجى سحب العناصر من التسليم ملاحظة
apps/erpnext/erpnext/accounts/utils.py +270,Journal Entries {0} are un-linked,مجلة مقالات {0} هي الامم المتحدة ومرتبطة
apps/erpnext/erpnext/config/crm.py +73,"Record of all communications of type email, phone, chat, visit, etc.",سجل جميع الاتصالات من نوع البريد الإلكتروني، الهاتف، والدردشة، والزيارة، الخ
DocType: Manufacturer,Manufacturers used in Items,المصنعين المستخدمة في وحدات
apps/erpnext/erpnext/accounts/general_ledger.py +140,Please mention Round Off Cost Center in Company,يرجى ذكر جولة معطلة مركز التكلفة في الشركة
DocType: Purchase Invoice,Terms,حيث
apps/erpnext/erpnext/accounts/page/accounts_browser/accounts_browser.js +250,Create New,انشاء جديد
DocType: Buying Settings,Purchase Order Required,أمر الشراء المطلوبة
,Item-wise Sales History,تأريخ المبيعات بناء على الأصناف
DocType: Expense Claim,Total Sanctioned Amount,المبلغ الكلي للعقوبات
,Purchase Analytics,تحليلات المشتريات
DocType: Sales Invoice Item,Delivery Note Item,ملاحظة تسليم السلعة
DocType: Expense Claim,Task,مهمة
DocType: Purchase Taxes and Charges,Reference Row #,مرجع صف #
apps/erpnext/erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py +78,Batch number is mandatory for Item {0},رقم الباتش إلزامي للصنف{0}
apps/erpnext/erpnext/setup/doctype/sales_person/sales_person.js +14,This is a root sales person and cannot be edited.,هذا هو الشخص المبيعات الجذرية والتي لا يمكن تحريرها.
,Stock Ledger,سجل المخزن
apps/erpnext/erpnext/templates/pages/order.html +67,Rate: {0},معدل: {0}
DocType: Salary Slip Deduction,Salary Slip Deduction,زلة الراتب خصم
apps/erpnext/erpnext/accounts/page/accounts_browser/accounts_browser.js +201,Select a group node first.,حدد عقدة المجموعة أولا.
apps/erpnext/erpnext/config/hr.py +7,Employee and Attendance,الموظف والحضور
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +73,Purpose must be one of {0},يجب أن يكون هدف واحد من {0}
apps/erpnext/erpnext/utilities/doctype/address/address.py +78,"Remove reference of customer, supplier, sales partner and lead, as it is your company address",إزالة إشارة من العملاء، والمورد، شريك المبيعات والرصاص، كما هو عنوان لشركتك
apps/erpnext/erpnext/hr/doctype/expense_claim/expense_claim.js +121,Fill the form and save it,تعبئة النموذج وحفظه
DocType: Production Planning Tool,Download a report containing all raw materials with their latest inventory status,تحميل تقريرا يتضمن جميع المواد الخام معاخر حالة المخزون
apps/erpnext/erpnext/setup/page/welcome_to_erpnext/welcome_to_erpnext.html +26,Community Forum,منتديات
DocType: Leave Application,Leave Balance Before Application,رصيد الاجازات قلب الطلب
DocType: SMS Center,Send SMS,إرسال SMS
DocType: Company,Default Letter Head,افتراضي رسالة رئيس
DocType: Purchase Order,Get Items from Open Material Requests,الحصول على عناصر من طلبات فتح المواد
DocType: Time Log,Billable,فوترة
DocType: Account,Rate at which this tax is applied,المعدل الذي يتم تطبيق هذه الضريبة
apps/erpnext/erpnext/stock/report/stock_projected_qty/stock_projected_qty.py +18,Reorder Qty,إعادة ترتيب الكميه
apps/erpnext/erpnext/hr/doctype/job_opening/job_opening.py +24,Current Job Openings,فرص العمل الحالية
DocType: Company,Stock Adjustment Account,حساب تسوية الأوراق المالية
DocType: Journal Entry,Write Off,لا تصلح
DocType: Time Log,Operation ID,عملية ID
DocType: Employee,"System User (login) ID. If set, it will become default for all HR forms.",نظام المستخدم (دخول) ID. إذا تعيين، وسوف تصبح الافتراضية لكافة أشكال HR.
apps/erpnext/erpnext/support/doctype/warranty_claim/warranty_claim.py +16,{0}: From {1},{0} من {1}
DocType: Task,depends_on,يعتمد على
DocType: Features Setup,"Discount Fields will be available in Purchase Order, Purchase Receipt, Purchase Invoice",وسوف تكون متاحة الخصم الحقول في أمر الشراء، وتلقي الشراء، فاتورة الشراء
apps/erpnext/erpnext/accounts/page/accounts_browser/accounts_browser.js +210,Name of new Account. Note: Please don't create accounts for Customers and Suppliers,اسم الحساب الجديد. ملاحظة: الرجاء عدم إنشاء حسابات للعملاء والموردين
DocType: BOM Replace Tool,BOM Replace Tool,BOM استبدال أداة
apps/erpnext/erpnext/config/setup.py +37,Country wise default Address Templates,قوالب بلد الحكمة العنوان الافتراضي
DocType: Sales Order Item,Supplier delivers to Customer,المورد يسلم للعميل
apps/erpnext/erpnext/utilities/bot.py +34,[{0}](#Form/Item/{0}) is out of stock,[{0}] (# نموذج / البند / {0}) هو من المخزون
apps/erpnext/erpnext/controllers/recurring_document.py +174,Next Date must be greater than Posting Date,يجب أن يكون التاريخ القادم أكبر من تاريخ النشر
apps/erpnext/erpnext/public/js/controllers/transaction.js +777,Show tax break-up,مشاهدة الضرائب تفكك
apps/erpnext/erpnext/accounts/party.py +289,Due / Reference Date cannot be after {0},المقرر / المرجع تاريخ لا يمكن أن يكون بعد {0}
apps/erpnext/erpnext/config/setup.py +51,Data Import and Export,استيراد وتصدير البيانات
DocType: Features Setup,If you involve in manufacturing activity. Enables Item 'Is Manufactured',إذا كنت تنطوي في نشاط الصناعات التحويلية . تمكن السلعة ' يتم تصنيعها '
apps/erpnext/erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py +54,Invoice Posting Date,الفاتورة تاريخ النشر
DocType: Sales Invoice,Rounded Total,تقريب إجمالي
DocType: Product Bundle,List items that form the package.,عناصر القائمة التي تشكل الحزمة.
apps/erpnext/erpnext/accounts/doctype/monthly_distribution/monthly_distribution.py +26,Percentage Allocation should be equal to 100%,يجب أن تكون نسبة تخصيص تساوي 100 ٪
DocType: Serial No,Out of AMC,من AMC
DocType: Purchase Order Item,Material Request Detail No,تفاصيل طلب المواد لا
apps/erpnext/erpnext/support/doctype/maintenance_schedule/maintenance_schedule.js +33,Make Maintenance Visit,جعل صيانة زيارة
apps/erpnext/erpnext/selling/doctype/customer/customer.py +187,Please contact to the user who have Sales Master Manager {0} role,يرجى الاتصال للمستخدم الذين لديهم مدير المبيعات ماستر {0} دور
DocType: Company,Default Cash Account,الحساب النقدي الافتراضي
apps/erpnext/erpnext/config/accounts.py +45,Company (not Customer or Supplier) master.,شركة (وليس العميل أو المورد) الرئيسي.
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +101,Please enter 'Expected Delivery Date',"يرجى إدخال "" التاريخ المتوقع تسليم '"
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +181,Delivery Notes {0} must be cancelled before cancelling this Sales Order,تسليم ملاحظات {0} يجب أن يتم إلغاء هذا الأمر قبل إلغاء المبيعات
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +372,Paid amount + Write Off Amount can not be greater than Grand Total,المبلغ المدفوع + شطب المبلغ لا يمكن أن يكون أكبر من المجموع الكلي
apps/erpnext/erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py +80,{0} is not a valid Batch Number for Item {1},{0} ليس رقم الدفعة صالحة للصنف {1}
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +128,Note: There is not enough leave balance for Leave Type {0},ملاحظة : ليس هناك ما يكفي من التوازن إجازة ل إجازة نوع {0}
apps/erpnext/erpnext/accounts/doctype/payment_tool/payment_tool.js +9,"Note: If payment is not made against any reference, make Journal Entry manually.",ملاحظة: إذا لم يتم الدفع ضد أي إشارة، وجعل الدخول مجلة يدويا.
DocType: Item,Supplier Items,المورد الأصناف
DocType: Opportunity,Opportunity Type,الفرصة نوع
apps/erpnext/erpnext/accounts/page/accounts_browser/accounts_browser.js +42,New Company,شركة جديدة
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +57,Cost Center is required for 'Profit and Loss' account {0},"مطلوب مركز تكلفة الربح و الخسارة "" حساب {0}"
apps/erpnext/erpnext/setup/doctype/company/delete_company_transactions.py +17,Transactions can only be deleted by the creator of the Company,لا يمكن حذف المعاملات من قبل خالق الشركة
apps/erpnext/erpnext/accounts/general_ledger.py +21,Incorrect number of General Ledger Entries found. You might have selected a wrong Account in the transaction.,عدد غير صحيح من دفتر الأستاذ العام التسجيلات وجد. كنت قد قمت بتحديد حساب خاطئ في المعاملة.
apps/erpnext/erpnext/accounts/page/accounts_browser/accounts_browser.js +31,To create a Bank Account,لإنشاء حساب مصرفي
DocType: Hub Settings,Publish Availability,نشر توافر
apps/erpnext/erpnext/hr/doctype/employee/employee.py +109,Date of Birth cannot be greater than today.,تاريخ الميلاد لا يمكن أن يكون أكبر مما هو عليه اليوم.
,Stock Ageing,عمر المخزون
apps/erpnext/erpnext/controllers/accounts_controller.py +219,{0} '{1}' is disabled,{0} '{1}' معطل
apps/erpnext/erpnext/crm/doctype/opportunity/opportunity_list.js +13,Set as Open,على النحو المفتوحة
DocType: Notification Control,Send automatic emails to Contacts on Submitting transactions.,إرسال رسائل البريد الإلكتروني التلقائي لاتصالات على المعاملات تقديم.
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +229,"Row {0}: Qty not avalable in warehouse {1} on {2} {3}.
					Available Qty: {4}, Transfer Qty: {5}","صف {0}: الكمية لا أفالابل في مستودع {1} على {2} {3}.
 المتاحة الكمية: {4}، نقل الكمية: {5}"
apps/erpnext/erpnext/stock/report/bom_search/bom_search.js +20,Item 3,البند 3
DocType: Purchase Order,Customer Contact Email,العملاء الاتصال البريد الإلكتروني
DocType: Warranty Claim,Item and Warranty Details,البند والضمان تفاصيل
DocType: Sales Team,Contribution (%),مساهمة (٪)
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +473,Note: Payment Entry will not be created since 'Cash or Bank Account' was not specified,"ملاحظة : لن يتم إنشاء الدفع منذ دخول ' النقد أو البنك الحساب "" لم يتم تحديد"
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +171,Responsibilities,المسؤوليات
apps/erpnext/erpnext/stock/doctype/item/item_list.js +12,Template,ال
DocType: Sales Person,Sales Person Name,مبيعات الشخص اسم
apps/erpnext/erpnext/accounts/doctype/c_form/c_form.py +54,Please enter atleast 1 invoice in the table,الرجاء إدخال الاقل فاتورة 1 في الجدول
apps/erpnext/erpnext/public/js/setup_wizard.js +161,Add Users,إضافة مستخدمين
DocType: Pricing Rule,Item Group,البند المجموعة
DocType: Task,Actual Start Date (via Time Logs),تاريخ بدء الفعلي (عبر الزمن سجلات)
DocType: Stock Reconciliation Item,Before reconciliation,قبل المصالحة
apps/erpnext/erpnext/support/doctype/maintenance_visit/maintenance_visit.py +12,To {0},إلى {0}
DocType: Purchase Invoice,Taxes and Charges Added (Company Currency),الضرائب والرسوم المضافة (عملة الشركة)
apps/erpnext/erpnext/stock/doctype/item/item.py +383,Item Tax Row {0} must have account of type Tax or Income or Expense or Chargeable,البند ضريبة صف {0} يجب أن يكون في الاعتبار نوع ضريبة الدخل أو المصاريف أو إتهام أو
DocType: Sales Order,Partly Billed,وصفت جزئيا
DocType: Item,Default BOM,الافتراضي BOM
apps/erpnext/erpnext/setup/doctype/company/company.js +44,Please re-type company name to confirm,الرجاء إعادة الكتابة اسم الشركة لتأكيد
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.html +64,Total Outstanding Amt,إجمالي المعلقة آمت
DocType: Time Log Batch,Total Hours,مجموع ساعات
DocType: Journal Entry,Printing Settings,إعدادات الطباعة
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +265,Total Debit must be equal to Total Credit. The difference is {0},يجب أن يكون إجمالي الخصم يساوي إجمالي الائتمان .
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +11,Automotive,السيارات
DocType: Asset Category Account,Fixed Asset Account,حساب الأصول الثابتة
apps/erpnext/erpnext/selling/doctype/installation_note/installation_note.js +50,From Delivery Note,من التسليم ملاحظة
DocType: Time Log,From Time,من وقت
DocType: Notification Control,Custom Message,رسالة مخصصة
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +33,Investment Banking,الخدمات المصرفية الاستثمارية
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +368,Cash or Bank Account is mandatory for making payment entry,نقدا أو الحساب المصرفي إلزامي لجعل الدخول الدفع
DocType: Purchase Invoice,Price List Exchange Rate,معدل سعر صرف قائمة
DocType: Purchase Invoice Item,Rate,معدل
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +62,Intern,المتدرب
DocType: Newsletter,A Lead with this email id should exist,يجب أن يكون هنالك قائد يستخدم هذا البريد الإلكتروني
DocType: Stock Entry,From BOM,من BOM
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +34,Basic,الأساسية
apps/erpnext/erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py +96,Stock transactions before {0} are frozen,يتم تجميد المعاملات المخزنية قبل {0}
apps/erpnext/erpnext/support/doctype/maintenance_schedule/maintenance_schedule.py +208,Please click on 'Generate Schedule',الرجاء انقر على ' إنشاء الجدول '
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.js +63,To Date should be same as From Date for Half Day leave,إلى التسجيل يجب أن يكون نفس التاريخ من ل إجازة نصف يوم
apps/erpnext/erpnext/config/stock.py +186,"e.g. Kg, Unit, Nos, m",على سبيل المثال كجم، وحدة، غ م أ، م
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +95,Reference No is mandatory if you entered Reference Date,المرجعية لا إلزامي إذا كنت دخلت التاريخ المرجعي
apps/erpnext/erpnext/hr/doctype/employee/employee.py +112,Date of Joining must be greater than Date of Birth,يجب أن يكون تاريخ الالتحاق بالعمل أكبر من تاريخ الميلاد
apps/erpnext/erpnext/hr/doctype/employee/employee.js +29,Salary Structure,هيكلية الرواتب
DocType: Account,Bank,مصرف
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +9,Airline,شركة الطيران
apps/erpnext/erpnext/stock/doctype/material_request/material_request.js +615,Issue Material,قضية المواد
DocType: Material Request Item,For Warehouse,لمستودع
DocType: Employee,Offer Date,عرض التسجيل
apps/erpnext/erpnext/selling/page/sales_funnel/sales_funnel.py +33,Quotations,الاقتباسات
DocType: Hub Settings,Access Token,رمز وصول
DocType: Sales Invoice Item,Serial No,الرقم التسلسلي
apps/erpnext/erpnext/support/doctype/maintenance_schedule/maintenance_schedule.py +135,Please enter Maintaince Details first,الرجاء إدخال تفاصيل أول من Maintaince
DocType: Purchase Invoice,Print Language,طباعة اللغة
DocType: Stock Entry,Including items for sub assemblies,بما في ذلك البنود عن المجالس الفرعية
DocType: Features Setup,"If you have long print formats, this feature can be used to split the page to be printed on multiple pages with all headers and footers on each page",إذا كان لديك طباعة الأشكال طويلة، يمكن استخدام هذه الميزة لتقسيم ليتم طباعة الصفحة على صفحات متعددة مع جميع الرؤوس والتذييلات على كل صفحة
DocType: Asset,Number of Depreciations,عدد من التلفيات
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +98,All Territories,جميع الأقاليم
DocType: Purchase Invoice,Items,البنود
DocType: Fiscal Year,Year Name,اسم العام
DocType: Process Payroll,Process Payroll,عملية احتساب الرواتب
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +77,There are more holidays than working days this month.,هناك أكثر من العطلات أيام عمل من هذا الشهر.
DocType: Product Bundle Item,Product Bundle Item,المنتج حزمة البند
DocType: Sales Partner,Sales Partner Name,مبيعات الشريك الاسم
apps/erpnext/erpnext/hooks.py +86,Request for Quotations,طلب الاقتباسات
DocType: Payment Reconciliation,Maximum Invoice Amount,الحد الأقصى للمبلغ الفاتورة
DocType: Purchase Invoice Item,Image View,عرض الصورة
apps/erpnext/erpnext/config/selling.py +23,Customers,الزبائن
DocType: Asset,Partially Depreciated,انخفضت جزئيا
DocType: Issue,Opening Time,يفتح من الساعة
apps/erpnext/erpnext/stock/report/itemwise_recommended_reorder_level/itemwise_recommended_reorder_level.py +92,From and To dates required,من و إلى مواعيد
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +46,Securities & Commodity Exchanges,الأوراق المالية و البورصات السلعية
apps/erpnext/erpnext/stock/doctype/item/item.py +545,Default Unit of Measure for Variant '{0}' must be same as in Template '{1}',وحدة القياس الافتراضية للخيار &#39;{0}&#39; يجب أن يكون نفس في قالب &#39;{1}&#39;
DocType: Shipping Rule,Calculate Based On,إحسب الربح بناء على
DocType: Delivery Note Item,From Warehouse,من مستودع
DocType: Purchase Taxes and Charges,Valuation and Total,التقييم وتوتال
DocType: Tax Rule,Shipping City,الشحن سيتي
apps/erpnext/erpnext/stock/doctype/item/item.js +59,This Item is a Variant of {0} (Template). Attributes will be copied over from the template unless 'No Copy' is set,"هذا البند هو البديل من {0} (قالب). سيتم نسخ سمات على من القالب ما لم يتم تعيين ""لا نسخ '"
DocType: Account,Purchase User,شراء العضو
DocType: Notification Control,Customize the Notification,تخصيص إعلام
apps/erpnext/erpnext/accounts/report/cash_flow/cash_flow.py +17,Cash Flow from Operations,التدفق النقدي من العمليات
apps/erpnext/erpnext/utilities/doctype/address_template/address_template.py +27,Default Address Template cannot be deleted,لا يمكن حذف القالب الافتراضي العنوان
DocType: Sales Invoice,Shipping Rule,أساس الشحن
DocType: Manufacturer,Limited to 12 characters,تقتصر على 12 حرفا
DocType: Journal Entry,Print Heading,طباعة عنوان
DocType: Quotation,Maintenance Manager,مدير الصيانة
apps/erpnext/erpnext/hr/doctype/appraisal/appraisal.py +54,Total cannot be zero,إجمالي لا يمكن أن يكون صفرا
apps/erpnext/erpnext/selling/report/inactive_customers/inactive_customers.py +16,'Days Since Last Order' must be greater than or equal to zero,"""عدد الأيام منذ آخر طلب "" يجب أن تكون أكبر من أو تساوي الصفر"
DocType: Asset,Amended From,عدل من
apps/erpnext/erpnext/public/js/setup_wizard.js +269,Raw Material,المواد الخام
DocType: Leave Application,Follow via Email,متابعة عبر البريد الإلكتروني
DocType: Purchase Taxes and Charges,Tax Amount After Discount Amount,المبلغ الضريبي بعد الخصم المبلغ
apps/erpnext/erpnext/accounts/doctype/account/account.py +195,Child account exists for this account. You can not delete this account.,موجود حساب الطفل لهذا الحساب . لا يمكنك حذف هذا الحساب.
apps/erpnext/erpnext/setup/doctype/territory/territory.py +19,Either target qty or target amount is mandatory,إما الكمية المستهدفة أو المبلغ المستهدف إلزامي
apps/erpnext/erpnext/stock/get_item_details.py +484,No default BOM exists for Item {0},لا توجد BOM الافتراضي القطعة ل {0}
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.js +325,Please select Posting Date first,يرجى تحديد تاريخ النشر لأول مرة
apps/erpnext/erpnext/public/js/account_tree_grid.js +211,Opening Date should be before Closing Date,يجب فتح التسجيل يكون قبل تاريخ الإنتهاء
DocType: Leave Control Panel,Carry Forward,المضي قدما
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center.py +54,Cost Center with existing transactions can not be converted to ledger,مركز التكلفة مع المعاملات القائمة لا يمكن تحويلها إلى دفتر الأستاذ
DocType: Department,Days for which Holidays are blocked for this department.,يتم حظر أيام الأعياد التي لهذا القسم.
,Produced,أنتجت
DocType: Item,Item Code for Suppliers,البند رمز للموردين
DocType: Issue,Raised By (Email),التي أثارها (بريد إلكتروني)
